City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
268,Ankang,CN,2020-05-11 00:55:49,32.68,109.02,62.01,55,94,5.01,overcast clouds
269,Cururupu,BR,2020-05-11 00:55:49,-1.83,-44.87,75.51,94,48,2.35,light rain
270,Athabasca,CA,2020-05-11 00:55:49,54.72,-113.29,48.15,48,42,6.13,scattered clouds
271,Arraial Do Cabo,BR,2020-05-11 00:52:41,-22.97,-42.03,72.05,67,0,21.45,clear sky
272,Bawal,IN,2020-05-11 00:55:49,28.08,76.58,87.04,28,0,3.53,clear sky
273,Callaway,US,2020-05-11 00:55:50,30.15,-85.57,73.4,73,1,6.93,clear sky
274,Anadyr,RU,2020-05-11 00:55:50,64.75,177.48,35.6,92,75,26.84,fog
275,Teya,RU,2020-05-11 00:55:50,60.38,92.63,57.04,54,86,4.61,light rain
276,Bontang,ID,2020-05-11 00:55:50,0.13,117.5,83.41,70,0,4.0,clear sky
277,Asau,RO,2020-05-11 00:55:50,46.43,26.4,54.0,67,100,5.12,overcast clouds
278,Yumen,CN,2020-05-11 00:55:50,40.28,97.2,50.74,43,0,15.1,clear sky
279,Coahuayana,MX,2020-05-11 00:55:50,18.73,-103.68,82.4,54,20,17.22,few clouds
280,Poum,NC,2020-05-11 00:55:50,-20.23,164.02,74.97,72,36,5.12,light rain
281,Sabirabad,AZ,2020-05-11 00:55:51,40.01,48.48,53.6,93,90,4.7,overcast clouds
282,Boyolangu,ID,2020-05-11 00:55:51,-8.12,111.89,76.75,91,100,2.75,moderate rain
283,Manado,ID,2020-05-11 00:55:51,1.49,124.85,87.8,66,20,3.36,few clouds
284,Narsaq,GL,2020-05-11 00:55:51,60.92,-46.05,48.2,57,58,4.7,broken clouds
285,Theog,IN,2020-05-11 00:55:51,31.12,77.35,53.31,63,4,5.06,clear sky
286,Oranjemund,NA,2020-05-11 00:55:51,-28.55,16.43,69.1,38,0,4.79,clear sky
287,Contamana,PE,2020-05-11 00:55:51,-7.33,-75.02,77.22,70,24,2.28,few clouds
288,Cherskiy,RU,2020-05-11 00:55:51,68.75,161.3,42.8,63,98,20.92,overcast clouds
289,Cravo Norte,CO,2020-05-11 00:55:51,6.3,-70.2,80.69,79,16,2.71,few clouds
290,Chernitsyno,RU,2020-05-11 00:55:52,51.51,36.05,44.74,94,0,6.58,clear sky
291,Hervey Bay,AU,2020-05-11 00:55:52,-25.3,152.85,71.01,68,6,11.99,clear sky
292,Alta Floresta,BR,2020-05-11 00:55:52,-9.88,-56.09,71.58,96,100,3.24,overcast clouds
293,Makinsk,KZ,2020-05-11 00:55:52,52.63,70.42,61.03,49,0,3.51,clear sky
294,Hurghada,EG,2020-05-11 00:55:52,27.26,33.81,73.4,25,0,10.29,clear sky
295,Vostok,RU,2020-05-11 00:55:52,46.49,135.88,46.08,94,100,3.87,moderate rain
296,Buritis,BR,2020-05-11 00:55:52,-15.62,-46.42,67.62,75,86,3.56,overcast clouds
297,Erenhot,CN,2020-05-11 00:55:52,43.65,111.98,56.82,35,49,28.01,scattered clouds
298,Inirida,CO,2020-05-11 00:55:53,3.87,-67.92,75.6,95,93,1.54,overcast clouds
299,Chapais,CA,2020-05-11 00:55:53,49.78,-74.85,28.4,86,90,13.87,light snow
300,Kodinar,IN,2020-05-11 00:55:53,20.79,70.7,77.97,85,32,7.34,scattered clouds
301,Vila Franca Do Campo,PT,2020-05-11 00:53:19,37.72,-25.43,59.0,62,40,13.87,scattered clouds
302,Mayo,US,2020-05-11 00:55:53,38.89,-76.51,57.2,71,1,13.87,clear sky
303,Salalah,OM,2020-05-11 00:55:53,17.02,54.09,82.4,83,20,3.36,few clouds
304,Christchurch,NZ,2020-05-11 00:52:23,-43.53,172.63,61.0,67,67,13.87,broken clouds
305,Pangoa,PE,2020-05-11 00:55:53,-12.12,-73.0,70.18,82,67,1.63,broken clouds
306,Cap Malheureux,MU,2020-05-11 00:55:53,-19.98,57.61,68.0,67,100,1.99,overcast clouds
307,Biltine,TD,2020-05-11 00:55:54,14.53,20.92,82.17,14,0,13.27,clear sky
308,Nanortalik,GL,2020-05-11 00:55:54,60.14,-45.24,43.43,78,58,19.19,broken clouds
309,Sankt Polten,AT,2020-05-11 00:55:54,48.2,15.63,54.0,81,3,1.88,clear sky
310,Ponta Delgada,PT,2020-05-11 00:55:54,37.73,-25.67,59.0,62,40,13.87,scattered clouds
311,Ibra,OM,2020-05-11 00:55:54,22.69,58.53,76.95,35,0,1.54,clear sky
312,Iqaluit,CA,2020-05-11 00:54:31,63.75,-68.51,26.6,63,75,20.8,light snow
313,Lazarev,RU,2020-05-11 00:55:54,52.23,141.51,38.1,89,100,20.09,overcast clouds
314,Half Moon Bay,US,2020-05-11 00:55:54,37.46,-122.43,73.0,76,1,10.29,clear sky
315,Puerto Leguizamo,CO,2020-05-11 00:55:54,-0.19,-74.78,72.84,94,0,1.92,clear sky
316,Kruisfontein,ZA,2020-05-11 00:55:54,-34.0,24.73,59.29,50,0,3.8,clear sky
317,Cayenne,GF,2020-05-11 00:55:55,4.93,-52.33,75.2,100,90,13.0,overcast clouds
318,Celestun,MX,2020-05-11 00:55:55,20.87,-90.4,78.31,81,28,16.84,scattered clouds
319,Beloha,MG,2020-05-11 00:55:55,-25.17,45.05,63.63,83,0,11.41,clear sky
320,Bafra,TR,2020-05-11 00:55:55,41.57,35.91,48.2,81,12,5.7,few clouds
321,Leshukonskoye,RU,2020-05-11 00:55:55,64.9,45.76,32.22,98,9,4.5,clear sky
322,Fort-Shevchenko,KZ,2020-05-11 00:55:55,44.51,50.26,56.61,76,30,14.76,scattered clouds
323,Oriximina,BR,2020-05-11 00:53:04,-1.77,-55.87,76.86,87,97,2.98,overcast clouds
324,Luganville,VU,2020-05-11 00:55:56,-15.53,167.17,78.8,78,75,5.82,shower rain
325,Xam Nua,LA,2020-05-11 00:55:56,20.42,104.04,78.4,70,80,1.83,broken clouds
326,Kyren,RU,2020-05-11 00:55:56,51.68,102.14,59.04,49,25,3.13,scattered clouds
327,Ancud,CL,2020-05-11 00:55:14,-41.87,-73.82,52.0,93,40,5.82,scattered clouds
328,Qaqortoq,GL,2020-05-11 00:55:56,60.72,-46.03,48.2,57,75,4.7,broken clouds
329,Zharkent,KZ,2020-05-11 00:55:56,44.16,80.0,66.11,47,75,4.54,broken clouds
330,Kolo,PL,2020-05-11 00:55:56,52.2,18.64,57.99,80,85,9.08,overcast clouds
331,Marfino,RU,2020-05-11 00:55:56,55.7,37.38,51.8,53,100,6.71,overcast clouds
332,Manokwari,ID,2020-05-11 00:55:56,-0.87,134.08,84.45,70,100,4.12,light rain
333,Aloleng,PH,2020-05-11 00:55:57,16.13,119.78,88.0,63,54,3.85,broken clouds
334,Wundanyi,KE,2020-05-11 00:55:57,-3.4,38.36,60.69,90,89,5.48,overcast clouds
335,Champerico,GT,2020-05-11 00:55:57,14.3,-91.92,86.22,70,87,8.03,light rain
336,Vestmannaeyjar,IS,2020-05-11 00:55:57,63.44,-20.27,42.26,71,2,14.88,clear sky
337,Mercedes,AR,2020-05-11 00:55:57,-34.65,-59.43,68.0,66,43,7.0,scattered clouds
338,Rio Pardo De Minas,BR,2020-05-11 00:55:57,-15.61,-42.54,61.59,81,63,7.52,broken clouds
339,Bolila,PH,2020-05-11 00:55:57,6.37,125.57,82.4,78,75,2.24,broken clouds
340,Samur,RU,2020-05-11 00:55:58,41.83,48.49,50.85,80,86,2.84,overcast clouds
341,South Lake Tahoe,US,2020-05-11 00:55:58,38.93,-119.98,77.0,29,1,6.93,clear sky
342,Itaberaba,BR,2020-05-11 00:55:58,-12.53,-40.31,70.77,79,99,3.51,overcast clouds
343,Lorengau,PG,2020-05-11 00:55:58,-2.02,147.27,86.76,74,8,9.35,clear sky
344,Flinders,AU,2020-05-11 00:55:58,-34.58,150.86,63.0,49,0,7.0,clear sky
345,Sandwick,GB,2020-05-11 00:55:58,60.0,-1.25,35.6,55,27,12.75,scattered clouds
346,Kashary,RU,2020-05-11 00:55:58,49.04,41.01,52.07,85,100,15.3,light rain
347,Buala,SB,2020-05-11 00:55:58,-8.14,159.59,85.55,71,92,7.78,moderate rain
348,Havelock,US,2020-05-11 00:55:58,34.88,-76.9,63.0,51,1,6.93,clear sky
349,Sosnogorsk,RU,2020-05-11 00:55:59,63.6,53.88,41.94,89,86,5.46,overcast clouds
350,Tiksi,RU,2020-05-11 00:55:59,71.69,128.87,26.74,98,100,10.54,overcast clouds
351,Moree,AU,2020-05-11 00:55:59,-29.47,149.85,59.0,47,0,7.56,clear sky
352,Bouna,CI,2020-05-11 00:55:59,9.27,-3.0,75.45,89,100,4.34,moderate rain
353,Quatre Cocos,MU,2020-05-11 00:55:59,-20.21,57.76,71.6,56,40,9.17,scattered clouds
354,Berlevag,NO,2020-05-11 00:55:59,70.86,29.09,34.56,86,100,18.34,light snow
355,Florida,US,2020-05-11 00:52:27,28.75,-82.5,73.4,69,1,3.36,clear sky
356,Gundsomagle,DK,2020-05-11 00:55:59,55.74,12.15,46.4,70,100,13.87,overcast clouds
357,Prince Rupert,CA,2020-05-11 00:55:59,54.32,-130.32,75.2,16,1,13.87,clear sky
358,Shimoda,JP,2020-05-11 00:55:59,34.67,138.95,71.6,78,75,13.87,broken clouds
359,Aksay,RU,2020-05-11 00:56:00,47.26,39.87,55.4,93,20,8.95,few clouds
360,Hasaki,JP,2020-05-11 00:56:00,35.73,140.83,75.0,83,75,8.05,broken clouds
361,Shelburne,CA,2020-05-11 00:56:00,44.08,-80.2,37.4,93,90,2.24,overcast clouds
362,Tommot,RU,2020-05-11 00:56:00,58.96,126.29,42.03,61,100,9.28,overcast clouds
363,Guerrero,MX,2020-05-11 00:56:00,17.67,-100.0,80.53,38,44,3.47,scattered clouds
364,Istanbul,TR,2020-05-11 00:52:50,41.04,28.98,60.8,59,95,2.24,overcast clouds
365,Westport,US,2020-05-11 00:51:59,41.14,-73.36,57.0,54,1,12.75,clear sky
366,Zayukovo,RU,2020-05-11 00:56:00,43.62,43.33,51.8,71,90,4.47,overcast clouds
367,Beringovskiy,RU,2020-05-11 00:56:00,63.05,179.32,32.95,96,46,9.26,scattered clouds
368,Jumla,NP,2020-05-11 00:56:00,29.27,82.18,53.29,59,100,2.73,overcast clouds
369,Slave Lake,CA,2020-05-11 00:56:01,55.28,-114.77,48.2,34,90,5.82,overcast clouds
370,Susanville,US,2020-05-11 00:56:01,40.42,-120.65,78.8,27,1,17.22,clear sky
371,Anahuac,MX,2020-05-11 00:52:56,27.23,-100.15,82.4,48,75,5.82,broken clouds
372,Oeiras,BR,2020-05-11 00:56:01,-7.03,-42.13,72.88,77,95,4.97,overcast clouds
373,Jiamusi,CN,2020-05-11 00:56:01,46.83,130.35,58.01,36,10,8.14,clear sky
374,Maniwaki,CA,2020-05-11 00:56:01,46.38,-75.97,36.57,78,74,5.28,broken clouds
375,Labuhan,ID,2020-05-11 00:56:01,-6.88,112.21,82.53,82,92,9.19,light rain
376,Tabou,CI,2020-05-11 00:56:01,4.42,-7.35,81.0,84,99,9.66,light rain
377,Tutoia,BR,2020-05-11 00:56:01,-2.76,-42.27,76.93,91,81,10.85,moderate rain
378,Meadow Lake,US,2020-05-11 00:56:02,34.8,-106.54,77.0,17,90,16.11,overcast clouds
379,Cairns,AU,2020-05-11 00:53:42,-16.92,145.77,82.4,58,20,16.11,few clouds
380,Lebu,CL,2020-05-11 00:56:02,-37.62,-73.65,52.72,83,30,4.45,scattered clouds
381,Alofi,NU,2020-05-11 00:56:02,-19.06,-169.92,82.4,88,0,8.05,clear sky
382,Nauta,PE,2020-05-11 00:56:02,-4.51,-73.58,76.53,82,44,2.77,scattered clouds
383,Haimen,CN,2020-05-11 00:56:02,23.19,116.61,80.6,88,40,8.95,mist
384,Banjar,ID,2020-05-11 00:56:02,-8.19,114.97,82.4,88,20,2.24,few clouds
385,Tarnova,RO,2020-05-11 00:56:02,46.32,21.8,64.4,59,81,10.29,broken clouds
386,Morondava,MG,2020-05-11 00:56:02,-20.28,44.28,73.98,68,100,7.43,overcast clouds
387,Lufkin,US,2020-05-11 00:53:50,31.34,-94.73,75.2,33,1,4.7,clear sky
388,Kijang,KR,2020-05-11 00:56:03,35.24,129.21,69.8,46,0,8.05,clear sky
389,Hofn,IS,2020-05-11 00:56:03,64.25,-15.21,41.54,60,0,10.33,clear sky
390,Teguldet,RU,2020-05-11 00:56:03,57.31,88.17,66.61,55,15,1.9,few clouds
391,Kosino,RU,2020-05-11 00:56:03,58.41,51.28,47.64,89,100,4.72,overcast clouds
392,Ucluelet,CA,2020-05-11 00:56:03,48.93,-125.55,75.0,40,75,3.36,broken clouds
393,Petropavlovsk-Kamchatskiy,RU,2020-05-11 00:56:03,53.05,158.65,48.2,36,0,13.42,clear sky
394,Tarauaca,BR,2020-05-11 00:56:03,-8.16,-70.77,75.92,80,36,1.74,scattered clouds
395,Eyl,SO,2020-05-11 00:56:03,7.98,49.82,82.36,78,83,6.6,broken clouds
396,Rio Gallegos,AR,2020-05-11 00:56:03,-51.62,-69.22,42.8,87,90,11.41,light rain
397,Mvuma,ZW,2020-05-11 00:56:03,-19.28,30.53,49.17,91,50,8.08,scattered clouds
398,Alekseyevsk,RU,2020-05-11 00:56:04,57.84,108.35,39.87,66,100,7.49,overcast clouds
399,Muroto,JP,2020-05-11 00:56:04,33.28,134.15,78.8,39,40,12.75,scattered clouds
400,Miastko,PL,2020-05-11 00:56:04,54.0,16.98,57.99,73,92,5.3,overcast clouds
401,Tadine,NC,2020-05-11 00:56:04,-21.55,167.88,73.13,62,100,4.72,overcast clouds
402,Sri Aman,MY,2020-05-11 00:56:04,1.24,111.46,78.8,94,75,2.24,broken clouds
403,Fasa,IR,2020-05-11 00:56:04,28.94,53.65,62.6,63,68,6.93,broken clouds
404,Terrak,NO,2020-05-11 00:56:04,65.09,12.37,35.6,80,100,9.17,light intensity shower rain
405,Gizo,SB,2020-05-11 00:56:04,-8.1,156.84,84.15,75,98,12.97,moderate rain
406,Baracoa,CU,2020-05-11 00:56:04,20.35,-74.5,78.8,83,32,5.21,scattered clouds
407,Tiznit,MA,2020-05-11 00:56:05,29.58,-9.5,57.22,83,75,8.99,broken clouds
408,Jiuquan,CN,2020-05-11 00:56:05,39.74,98.52,50.92,44,0,5.53,clear sky
409,Katsuura,JP,2020-05-11 00:56:05,35.13,140.3,77.0,73,40,6.93,scattered clouds
410,Sagua La Grande,CU,2020-05-11 00:56:05,22.81,-80.08,71.6,100,75,8.05,light rain
411,Saint Anthony,US,2020-05-11 00:56:05,45.02,-93.22,48.2,39,90,14.99,overcast clouds
412,Meulaboh,ID,2020-05-11 00:56:05,4.14,96.13,79.16,87,100,5.61,light rain
413,Mandalgovi,MN,2020-05-11 00:56:05,45.76,106.27,56.05,39,21,25.9,few clouds
414,Colac,AU,2020-05-11 00:56:05,-38.33,143.58,50.0,99,21,3.0,few clouds
415,Dubai,AE,2020-05-11 00:55:25,25.26,55.3,84.99,54,4,8.05,clear sky
416,Moose Factory,CA,2020-05-11 00:56:06,51.26,-80.61,23.0,62,90,13.87,light snow
417,Ahipara,NZ,2020-05-11 00:56:06,-35.17,173.17,63.5,65,90,9.22,overcast clouds
418,Tura,IN,2020-05-11 00:56:06,25.52,90.22,81.75,53,70,1.88,broken clouds
419,Namatanai,PG,2020-05-11 00:56:06,-3.67,152.43,87.12,68,64,5.99,broken clouds
420,Ayaviri,PE,2020-05-11 00:56:06,-14.89,-70.59,48.33,51,100,4.41,overcast clouds
421,Handan,CN,2020-05-11 00:56:06,36.6,114.47,67.51,30,100,7.16,overcast clouds
422,Fortuna,US,2020-05-11 00:56:06,40.6,-124.16,70.0,72,1,10.29,clear sky
423,Arak,IR,2020-05-11 00:56:06,34.09,49.69,50.79,46,0,2.26,clear sky
424,Veraval,IN,2020-05-11 00:56:06,20.9,70.37,80.13,82,0,9.46,clear sky
425,Sahuaripa,MX,2020-05-11 00:56:06,29.05,-109.23,92.73,10,1,15.14,clear sky
426,Nouadhibou,MR,2020-05-11 00:53:19,20.93,-17.03,67.03,78,40,23.51,scattered clouds
427,Fomboni,KM,2020-05-11 00:56:07,-12.28,43.74,81.7,77,23,13.56,light rain
428,Kupang,ID,2020-05-11 00:56:07,-10.17,123.58,86.0,62,20,10.29,few clouds
429,Diapaga,BF,2020-05-11 00:56:07,12.07,1.79,82.74,53,26,15.84,scattered clouds
430,Pangody,RU,2020-05-11 00:56:07,65.85,74.49,37.98,93,100,2.44,light rain
431,Noumea,NC,2020-05-11 00:56:07,-22.28,166.46,79.0,57,90,5.82,overcast clouds
432,Nesna,NO,2020-05-11 00:56:07,66.2,13.02,33.24,94,100,3.85,light snow
433,Dudinka,RU,2020-05-11 00:56:07,69.41,86.18,32.0,97,45,6.71,scattered clouds
434,Axim,GH,2020-05-11 00:56:07,4.87,-2.24,77.43,90,100,6.93,moderate rain
435,Russell,US,2020-05-11 00:56:07,32.35,-85.2,75.2,59,1,3.36,clear sky
436,La Sarre,CA,2020-05-11 00:52:04,48.8,-79.2,27.37,95,100,10.96,overcast clouds
437,Wadi Musa,JO,2020-05-11 00:56:08,30.32,35.48,57.15,38,0,1.79,clear sky
438,Walvis Bay,NA,2020-05-11 00:56:08,-22.96,14.51,77.4,25,0,7.99,clear sky
439,Sola,VU,2020-05-11 00:56:08,-13.88,167.55,86.0,70,90,6.93,overcast clouds
440,Codrington,AU,2020-05-11 00:56:08,-38.27,141.97,58.23,71,8,12.19,clear sky
441,Constitucion,CL,2020-05-11 00:56:08,-35.33,-72.42,53.98,77,0,8.23,clear sky
442,Padang,ID,2020-05-11 00:56:08,-0.95,100.35,81.75,75,100,3.58,overcast clouds
443,Rio Grande,BR,2020-05-11 00:56:08,-32.03,-52.1,64.0,69,0,11.61,clear sky
444,Kushmurun,KZ,2020-05-11 00:56:08,52.45,64.63,64.36,62,99,7.02,overcast clouds
445,Kokkola,FI,2020-05-11 00:56:09,63.84,23.13,34.0,90,90,3.36,overcast clouds
446,Inta,RU,2020-05-11 00:56:09,66.03,60.17,37.44,93,62,5.86,broken clouds
447,Laguna,US,2020-05-11 00:56:09,38.42,-121.42,77.0,38,1,17.22,clear sky
448,Samarina,RU,2020-05-11 00:56:09,57.89,27.81,39.2,80,100,4.47,overcast clouds
449,Harper,LR,2020-05-11 00:56:09,4.38,-7.72,81.86,81,100,11.07,overcast clouds
450,Bom Jesus,BR,2020-05-11 00:56:09,-9.07,-44.36,71.69,85,8,2.98,clear sky
451,Mahibadhoo,MV,2020-05-11 00:56:09,3.78,72.97,85.57,77,100,16.46,light rain
452,Villacarrillo,ES,2020-05-11 00:56:09,38.12,-3.08,61.0,67,90,9.13,light rain
453,Ormara,PK,2020-05-11 00:56:09,25.21,64.64,80.1,83,86,6.08,overcast clouds
454,Locri,IT,2020-05-11 00:56:10,38.24,16.26,64.99,15,56,3.0,broken clouds
455,Ati,TD,2020-05-11 00:56:10,13.22,18.34,84.56,12,92,5.91,overcast clouds
456,Fukue,JP,2020-05-11 00:56:10,32.69,128.84,68.0,72,20,9.17,few clouds
457,Jizan,SA,2020-05-11 00:56:10,17.33,42.67,87.8,62,1,2.06,clear sky
458,Hirara,JP,2020-05-11 00:56:10,24.8,125.28,82.4,83,75,12.75,shower rain
459,San Quintin,MX,2020-05-11 00:56:10,30.48,-115.95,65.71,74,20,9.95,few clouds
460,Nizhniy Kuranakh,RU,2020-05-11 00:56:10,58.84,125.49,41.22,64,100,8.93,overcast clouds
461,Casas Grandes,MX,2020-05-11 00:56:10,30.37,-107.95,80.13,18,99,11.63,overcast clouds
462,Port Hardy,CA,2020-05-11 00:56:11,50.7,-127.42,75.2,33,40,4.7,scattered clouds
463,Sitio Novo Do Tocantins,BR,2020-05-11 00:56:11,-5.52,-47.46,74.34,92,100,3.49,overcast clouds
464,Buckeye,US,2020-05-11 00:54:31,33.37,-112.58,100.4,14,1,11.41,clear sky
465,Verkhnyaya Inta,RU,2020-05-11 00:56:11,65.98,60.31,37.51,94,34,5.61,scattered clouds
466,Freeport,US,2020-05-11 00:56:11,40.66,-73.58,57.99,66,1,12.75,clear sky
467,Pascagoula,US,2020-05-11 00:51:45,30.37,-88.56,77.0,33,1,5.82,clear sky
468,Port-Cartier,CA,2020-05-11 00:56:11,50.03,-66.87,41.0,52,75,17.22,broken clouds
469,Tchollire,CM,2020-05-11 00:56:11,8.4,14.17,78.33,74,62,2.26,moderate rain
470,Comodoro Rivadavia,AR,2020-05-11 00:53:35,-45.87,-67.5,50.0,71,97,13.27,overcast clouds
471,Itarema,BR,2020-05-11 00:56:12,-2.92,-39.92,76.06,82,87,7.45,overcast clouds
472,Kilindoni,TZ,2020-05-11 00:56:12,-7.91,39.67,81.16,76,25,16.53,light rain
473,Kutum,SD,2020-05-11 00:56:12,14.2,24.67,67.03,23,0,6.73,clear sky
474,North Battleford,CA,2020-05-11 00:56:12,52.78,-108.28,48.0,26,90,9.17,overcast clouds
475,Ubrique,ES,2020-05-11 00:56:12,36.68,-5.45,59.0,87,40,4.32,scattered clouds
476,Senno,RU,2020-05-11 00:56:12,59.53,33.92,38.61,74,94,4.83,overcast clouds
477,Oussouye,SN,2020-05-11 00:56:12,12.48,-16.55,73.4,88,28,4.7,scattered clouds
478,Sakaiminato,JP,2020-05-11 00:56:12,35.55,133.23,71.6,60,20,10.29,few clouds
479,Gannan,CN,2020-05-11 00:56:12,47.91,123.5,59.13,50,100,12.66,overcast clouds
480,Qeshm,IR,2020-05-11 00:56:12,26.96,56.27,80.6,69,97,4.7,overcast clouds
481,Kununurra,AU,2020-05-11 00:56:13,-15.77,128.73,80.6,24,0,13.87,clear sky
482,Bihoro,JP,2020-05-11 00:56:13,43.82,144.1,51.8,76,75,11.41,broken clouds
483,Kudahuvadhoo,MV,2020-05-11 00:56:13,2.67,72.89,85.71,78,96,17.36,light rain
484,Kieta,PG,2020-05-11 00:56:13,-6.22,155.63,86.65,65,14,4.45,light rain
485,Wanning,CN,2020-05-11 00:56:13,18.8,110.4,84.47,77,99,10.6,overcast clouds
486,Kondinskoye,RU,2020-05-11 00:56:13,59.65,67.41,63.91,57,71,2.35,broken clouds
487,Sao Felix Do Xingu,BR,2020-05-11 00:56:14,-6.64,-51.99,73.29,95,100,1.9,overcast clouds
488,Ouadda,CF,2020-05-11 00:56:14,8.08,22.4,70.74,87,100,2.42,light rain
489,Chupa,RU,2020-05-11 00:56:14,66.27,33.05,39.33,76,100,12.77,overcast clouds
490,Merauke,ID,2020-05-11 00:52:40,-8.47,140.33,84.25,70,100,13.04,overcast clouds
491,Maceio,BR,2020-05-11 00:53:05,-9.67,-35.74,75.2,94,75,5.82,broken clouds
492,Jardim,BR,2020-05-11 00:56:14,-21.48,-56.14,68.65,70,0,5.57,clear sky
493,Myitkyina,MM,2020-05-11 00:56:14,25.38,97.4,82.54,41,41,2.66,scattered clouds
494,Senneterre,CA,2020-05-11 00:56:14,48.38,-77.23,30.2,80,90,10.29,light snow
495,Soe,ID,2020-05-11 00:56:14,-9.86,124.28,75.27,69,100,6.8,overcast clouds
496,Dunedin,NZ,2020-05-11 00:53:09,-45.87,170.5,53.01,84,91,3.0,overcast clouds
497,Bolobo,CD,2020-05-11 00:56:15,-2.17,16.23,70.93,94,33,2.95,scattered clouds
498,Alice Springs,AU,2020-05-11 00:56:15,-23.7,133.88,55.4,34,75,16.11,broken clouds
499,Shenzhen,CN,2020-05-11 00:53:48,22.55,114.07,87.01,78,75,4.47,broken clouds
500,Carlsbad,US,2020-05-11 00:56:15,33.16,-117.35,69.01,72,90,6.93,overcast clouds
501,Gravdal,NO,2020-05-11 00:56:15,68.12,13.5,35.42,84,100,9.89,light snow
502,Marsh Harbour,BS,2020-05-11 00:56:15,26.54,-77.06,71.22,89,100,16.04,light rain
503,Te Anau,NZ,2020-05-11 00:56:15,-45.42,167.72,50.99,85,99,2.51,light rain
504,Caorle,IT,2020-05-11 00:56:15,45.6,12.88,61.0,80,78,11.68,broken clouds
505,Tautira,PF,2020-05-11 00:56:16,-17.73,-149.15,86.0,74,100,12.75,overcast clouds
506,Rocha,UY,2020-05-11 00:56:16,-34.48,-54.33,64.08,77,0,11.54,clear sky
507,Husavik,IS,2020-05-11 00:56:16,66.04,-17.34,42.8,45,73,31.09,broken clouds
508,Tocopilla,CL,2020-05-11 00:56:16,-22.09,-70.2,63.25,68,22,7.74,few clouds
509,San Antonio,US,2020-05-11 00:52:02,29.42,-98.49,82.4,32,1,11.41,clear sky
510,Vao,NC,2020-05-11 00:56:16,-22.67,167.48,71.74,64,54,5.21,broken clouds
511,Tondano,ID,2020-05-11 00:56:16,1.3,124.91,87.8,66,20,3.36,few clouds
512,Sisimiut,GL,2020-05-11 00:56:16,66.94,-53.67,42.66,76,100,11.77,overcast clouds
513,Srednekolymsk,RU,2020-05-11 00:56:17,67.45,153.68,38.44,85,34,9.73,scattered clouds
514,Grand Forks,US,2020-05-11 00:56:17,47.93,-97.03,48.2,26,1,24.16,clear sky
515,Hamilton,US,2020-05-11 00:54:57,39.18,-84.53,53.6,46,75,24.16,broken clouds
516,Taoudenni,ML,2020-05-11 00:56:17,22.68,-3.98,92.75,10,100,10.45,overcast clouds
517,Benguela,AO,2020-05-11 00:56:17,-12.58,13.41,76.73,69,100,1.41,overcast clouds
518,La Paz,BO,2020-05-11 00:51:56,-16.5,-68.15,46.4,65,40,2.24,scattered clouds
519,Nelson Bay,AU,2020-05-11 00:56:17,-32.72,152.15,61.0,47,20,11.41,few clouds
520,Lasa,IT,2020-05-11 00:56:17,46.62,10.7,50.0,93,75,12.75,broken clouds
521,Makubetsu,JP,2020-05-11 00:56:17,45.37,141.82,48.2,93,75,11.41,broken clouds
522,Den Helder,NL,2020-05-11 00:56:17,52.96,4.76,46.0,48,75,20.8,broken clouds
523,Kurchum,KZ,2020-05-11 00:56:18,48.57,83.65,64.06,28,100,5.84,overcast clouds
524,Warrnambool,AU,2020-05-11 00:56:18,-38.38,142.48,56.59,76,60,14.58,broken clouds
525,Abha,SA,2020-05-11 00:53:22,18.22,42.51,66.2,68,0,3.15,clear sky
526,Itoman,JP,2020-05-11 00:56:18,26.12,127.67,77.0,88,75,4.7,broken clouds
527,Margate,GB,2020-05-11 00:56:18,51.38,1.39,46.99,61,82,15.99,broken clouds
528,Cabinda,AO,2020-05-11 00:56:18,-5.55,12.2,77.72,88,100,6.22,overcast clouds
529,Kerrobert,CA,2020-05-11 00:56:18,51.92,-109.13,46.4,28,75,4.7,broken clouds
530,Limoges,FR,2020-05-11 00:56:19,45.75,1.33,59.0,82,90,4.7,overcast clouds
531,Oparino,RU,2020-05-11 00:56:19,59.85,48.28,46.62,95,44,6.49,scattered clouds
532,Peace River,CA,2020-05-11 00:56:19,56.25,-117.29,48.2,29,75,3.36,broken clouds
533,Saint-Joseph,RE,2020-05-11 00:56:19,-21.37,55.62,69.8,77,20,10.29,few clouds
534,Katangli,RU,2020-05-11 00:56:19,51.71,143.23,46.98,62,100,8.86,overcast clouds
535,Manavalakurichi,IN,2020-05-11 00:56:19,8.13,77.3,80.6,94,40,3.36,mist
536,Darhan,MN,2020-05-11 00:56:19,49.49,105.92,61.23,47,1,20.29,clear sky
537,Shunyi,CN,2020-05-11 00:56:20,40.12,116.65,71.01,11,2,15.66,clear sky
538,Tingi,TZ,2020-05-11 00:56:20,-11.3,35.03,57.45,92,98,2.46,overcast clouds
539,Hwange,ZW,2020-05-11 00:56:20,-18.37,26.5,57.27,58,86,2.8,overcast clouds
540,Sarande,AL,2020-05-11 00:56:20,39.88,20.01,61.0,76,40,3.56,scattered clouds
541,Gurlan,UZ,2020-05-11 00:56:20,41.84,60.39,64.4,67,0,2.24,clear sky
